hour,day_of_week,month,demand_index,weather,event_nearby,driver_availability,competitor_price_index,trip_distance_km,is_holiday,surge_multiplier
9,4,11,41.19,2,0,1.242,1.209,1.44,0,2.2559
0,1,1,12.66,0,0,0.727,0.905,0.5,0,1.3234
3,0,1,26.73,1,0,0.776,0.951,0.57,0,1.717
11,5,3,50.74,0,0,1.033,0.944,8.39,0,1.7882
8,4,11,37.84,0,0,1.388,0.94,13.06,0,1.5475
3,3,5,44.23,2,0,1.242,1.072,2.94,0,2.1673
8,3,12,42.71,0,1,0.614,0.854,19.9,0,2.2157
5,4,3,59.08,0,0,1.549,0.994,12.91,0,1.7028
0,1,9,25.66,0,0,0.902,0.674,1.35,0,1.5435
9,3,7,44.84,0,0,1.467,1.089,1.4,1,1.9792
13,3,2,14.42,1,0,0.669,0.802,2.7,0,1.5471
21,5,10,1.23,0,0,0.847,1.137,10.85,0,1.105
17,5,10,6.95,0,0,1.128,1.083,0.57,1,1.5496
5,6,3,59.88,0,0,0.65,0.726,11.04,0,2.121
17,1,12,0.0,0,0,1.39,0.921,10.21,0,1.0
19,1,3,0.0,0,0,1.007,0.933,2.37,0,1.0
15,1,9,0.0,0,0,1.332,0.978,2.89,0,1.0
14,6,7,19.57,0,0,1.024,1.116,1.04,0,1.3361
15,1,11,0.0,0,0,1.414,1.043,23.6,0,1.0
7,4,11,57.18,1,0,1.129,1.101,10.2,0,2.0721
12,4,3,23.71,0,0,1.202,1.005,28.38,0,1.3885
22,2,11,0.0,0,0,1.252,0.922,0.5,0,1.0
10,6,1,45.21,0,0,1.456,0.849,3.65,0,1.4217
6,2,11,31.62,1,0,1.037,1.044,2.38,1,2.2362
16,6,4,9.6,1,0,0.967,1.115,10.64,0,1.4513
17,2,5,0.0,0,0,1.111,0.819,10.75,0,1.0
21,3,9,12.13,0,1,0.696,0.834,2.95,0,1.8471
22,1,4,5.74,0,0,0.673,1.151,13.0,0,1.2163
18,4,10,0.0,0,0,1.256,0.999,10.3,1,1.3203
12,4,2,19.38,0,0,1.088,1.12,8.91,0,1.1902
14,1,1,15.05,0,0,1.162,1.117,5.49,0,1.2045
22,2,5,0.0,1,0,0.548,1.167,24.47,0,1.7374
21,5,3,18.21,0,0,1.216,1.058,5.15,0,1.2395
21,6,9,10.64,2,1,0.917,0.886,4.44,0,2.2344
0,3,3,30.36,0,0,0.941,0.822,5.64,0,1.4347
15,4,3,0.0,0,0,1.285,0.819,0.5,0,1.0
4,0,2,42.26,0,0,1.474,1.013,7.77,0,1.4458
2,3,3,38.37,1,0,0.22,0.787,2.52,0,2.296
22,3,9,0.0,0,0,0.565,0.858,4.82,0,1.3205
9,2,7,48.49,0,0,0.455,0.901,2.48,0,1.879
18,1,2,0.0,1,0,1.136,1.011,14.33,0,1.1511
4,6,3,80.92,0,1,0.911,1.118,11.35,0,2.7181
6,6,8,75.93,0,0,0.808,1.019,1.56,0,2.3298
13,0,10,15.48,0,0,0.759,0.784,10.59,0,1.2212
2,2,8,30.84,0,0,0.86,0.94,8.09,1,2.0102
12,1,10,25.53,0,0,0.546,0.67,2.24,0,1.5282
12,6,1,33.28,0,0,1.036,0.819,12.66,1,1.9056
9,0,1,56.12,2,0,0.838,0.979,14.64,0,2.6742
1,5,8,42.31,0,0,1.204,0.896,14.05,0,1.5509
5,5,12,54.47,0,0,1.127,1.093,9.14,0,1.7765
7,4,8,49.27,0,0,1.192,1.049,6.88,0,1.681
3,0,11,43.69,0,0,1.244,1.075,7.69,0,1.4209
11,2,2,28.81,0,0,0.973,1.076,4.2,0,1.3837
14,0,12,12.22,0,1,0.688,1.008,3.51,0,1.7204
7,0,8,40.03,2,1,0.526,0.867,3.6,0,2.9008
6,0,1,50.99,0,0,0.696,0.979,0.5,0,1.8883
13,4,5,3.89,1,0,0.757,0.603,4.42,0,1.5235
22,5,10,0.0,0,0,1.005,0.934,15.56,0,1.0
18,5,5,1.79,0,1,0.706,0.953,3.63,0,1.5495
13,1,8,5.2,0,0,0.932,1.018,0.5,0,1.1266
21,0,8,10.83,0,1,0.756,1.014,9.38,0,1.7
12,6,10,36.01,0,0,1.503,1.049,3.57,0,1.2404
20,3,12,0.0,0,0,0.64,1.057,6.05,0,1.2584
0,6,4,36.7,1,0,1.022,1.065,2.14,0,1.8018
18,2,2,0.0,1,1,0.357,1.062,2.2,0,2.1551
0,3,6,33.84,0,0,1.02,1.061,2.94,0,1.6573
3,6,11,48.14,0,0,1.117,0.709,12.96,0,1.5732
9,1,4,24.86,0,0,1.078,1.158,0.6,1,1.8313
2,2,2,31.94,0,1,0.931,1.174,8.48,0,2.1063
19,1,9,0.0,1,1,0.303,0.724,0.58,0,2.2835
8,6,9,62.77,1,1,0.528,1.015,12.21,0,2.8842
2,2,7,48.31,0,0,1.371,0.969,11.14,0,1.6213
5,5,2,68.06,1,0,0.717,0.977,2.7,0,2.4699
5,5,3,65.27,1,1,0.935,1.038,10.42,0,2.6997
22,3,9,11.54,2,0,0.887,0.984,12.89,0,2.0002
11,3,8,22.66,0,0,0.746,1.195,7.64,0,1.5263
22,6,11,6.54,1,0,0.868,0.823,1.67,0,1.4376
0,4,10,13.42,0,1,0.783,1.069,16.02,0,1.902
15,6,2,15.21,2,0,0.792,1.06,12.76,0,2.0915
23,6,5,46.16,1,1,0.591,1.051,4.32,0,2.7535
4,6,2,60.59,0,0,0.819,0.801,1.05,0,1.9117
8,1,11,52.38,1,0,0.758,0.734,1.96,0,2.1032
9,3,12,54.47,2,0,0.876,0.957,2.54,0,2.6218
12,2,1,27.97,1,1,0.584,1.308,10.75,0,2.5063
14,0,9,11.46,2,0,0.806,1.191,4.51,0,1.9512
11,6,7,47.1,2,1,1.054,1.047,29.96,0,2.7063
4,0,4,38.91,1,0,0.529,1.198,6.38,0,2.096
4,0,3,52.94,0,1,0.827,0.716,5.84,0,2.2927
17,4,3,0.0,1,0,0.818,1.268,9.0,0,1.6005
11,6,7,23.27,0,0,0.738,1.04,6.51,0,1.3232
2,3,10,37.24,0,0,0.412,1.047,15.09,0,1.8167
6,1,12,48.12,2,1,0.287,0.897,18.33,0,3.0478
16,1,9,0.0,0,0,0.604,0.988,15.37,0,1.2534
18,6,12,6.73,0,0,1.262,0.995,2.41,0,1.0
17,6,7,3.47,1,0,0.771,0.78,7.71,0,1.3816
0,4,2,33.59,0,1,0.699,0.88,5.68,0,1.952
23,2,6,13.96,0,1,0.361,1.123,7.46,0,2.0822
4,5,8,51.44,0,0,1.095,1.108,20.99,0,1.673
1,6,7,55.26,1,0,0.88,0.835,1.54,0,2.0944
0,3,12,10.29,0,0,1.0,0.975,4.4,0,1.1574
6,3,2,69.37,0,0,0.738,1.047,17.65,0,2.2608
10,2,7,37.15,0,0,0.612,1.044,4.17,1,2.4602
10,2,12,29.25,0,0,0.786,0.817,9.64,0,1.5841
17,3,9,0.0,0,1,0.967,0.807,11.38,0,1.5753
16,3,11,0.0,0,0,1.07,0.713,8.36,0,1.0
1,0,12,19.27,1,0,0.923,0.954,15.84,0,1.5021
6,6,3,61.07,0,0,0.931,1.05,22.78,0,2.048
6,6,11,77.42,2,0,0.967,0.912,38.31,0,2.8492
9,6,3,60.36,1,0,0.897,1.008,3.28,0,2.1945
21,1,5,0.0,0,0,0.722,1.028,13.89,0,1.06
20,0,9,2.54,0,0,1.008,0.995,0.74,0,1.2571
2,0,11,40.22,0,0,1.243,0.876,3.65,0,1.4325
11,1,1,13.38,0,0,0.773,1.083,19.87,0,1.3674
2,4,7,44.26,1,0,0.748,1.098,1.48,0,2.3319
10,5,7,61.16,0,1,0.751,0.891,1.85,0,2.6254
11,4,4,23.67,0,1,0.727,0.973,4.87,0,2.0271
3,4,6,45.42,0,0,0.936,1.094,7.55,0,1.8606
15,4,1,15.03,2,0,0.685,0.968,10.69,0,2.1404
19,2,10,0.0,0,0,0.736,0.916,18.7,0,1.1578
17,0,11,3.06,0,0,0.842,0.893,4.87,0,1.1352
3,2,4,52.0,0,0,1.404,1.047,4.7,0,1.5975
21,6,11,5.8,2,1,0.706,1.01,2.01,0,2.3309
5,2,3,36.79,0,0,1.172,0.972,0.5,1,1.9291
20,1,12,0.0,0,0,1.248,0.949,18.58,0,1.0
14,4,12,0.0,0,1,0.717,1.048,11.11,0,1.4922
0,3,5,14.34,0,0,0.85,1.206,1.55,0,1.3675
2,4,8,41.7,0,0,0.947,1.108,8.54,0,1.6947
4,0,5,51.37,0,1,0.659,0.925,6.15,0,2.4816
21,2,1,4.54,1,0,0.98,0.984,15.44,0,1.2694
16,0,2,0.0,2,0,0.228,1.203,3.73,0,2.3662
13,2,2,34.58,0,0,1.044,1.006,15.3,0,1.4852
8,2,9,59.37,2,0,1.058,1.166,4.75,0,2.7302
2,2,10,37.32,0,0,0.896,1.056,5.06,0,1.6241
12,3,7,25.47,0,0,0.764,0.798,2.86,0,1.5281
2,6,4,52.33,0,0,1.078,0.992,9.53,1,2.2401
10,4,9,37.15,0,0,1.252,0.898,1.65,0,1.3391
1,2,9,34.96,1,1,0.635,0.84,2.18,0,2.3617
23,1,7,12.02,1,0,0.922,1.184,2.23,0,1.6376
14,5,11,15.5,0,0,0.804,0.906,4.1,0,1.2997
12,5,9,37.57,1,1,0.919,0.867,7.92,0,2.1389
18,2,9,0.0,1,0,1.092,0.889,7.21,1,1.7703
21,4,7,0.0,0,0,0.726,0.755,4.73,1,1.553
15,4,5,0.0,1,0,1.056,0.78,0.5,0,1.3877
17,6,9,9.45,1,0,0.459,0.887,0.81,0,1.7041
6,6,3,67.6,0,0,0.855,0.98,11.72,0,2.2297
12,3,4,22.03,0,0,1.229,0.897,15.77,0,1.0838
3,2,6,38.57,2,0,0.89,1.056,1.46,0,2.3444
8,1,7,48.77,0,1,0.769,0.823,4.98,0,2.1892
9,3,10,43.37,0,0,1.258,1.136,0.9,0,1.4771
8,3,8,41.53,0,1,1.007,1.153,5.45,0,2.0033
6,2,4,59.51,1,0,0.764,0.691,11.84,0,2.2902
14,2,9,0.0,0,0,0.918,1.255,3.05,0,1.1676
7,3,3,56.75,1,0,0.746,0.935,8.82,0,2.2704
18,3,3,0.0,1,0,0.924,0.917,5.26,0,1.3274
10,3,12,40.74,1,0,1.254,0.821,16.57,0,1.8523
4,0,5,43.4,1,1,1.403,0.97,55.52,0,2.0997
1,3,2,23.89,0,0,0.49,1.154,2.12,0,1.7041
9,4,1,37.84,0,0,0.531,1.032,2.91,0,1.7656
15,5,9,20.2,0,0,0.838,1.087,0.5,0,1.3556
22,1,8,6.84,0,0,1.04,0.731,3.79,0,1.0837
12,1,12,13.22,2,0,0.473,1.016,25.98,0,2.2095
7,5,3,63.76,2,0,0.594,1.04,13.55,0,3.0401
8,2,11,45.92,0,0,1.433,0.994,0.8,0,1.3777
10,6,5,58.77,0,0,1.447,0.943,2.96,0,1.5287
10,3,8,22.97,1,0,0.637,0.972,4.56,0,1.8077
22,1,2,5.23,0,0,0.693,1.079,0.5,0,1.154
15,1,7,2.44,2,1,0.874,0.892,8.41,0,2.1021
9,4,9,31.2,0,0,0.923,0.926,1.89,0,1.5031
23,4,4,3.2,0,0,1.077,1.131,0.74,0,1.0773
11,0,2,25.98,0,0,1.011,1.182,0.51,0,1.5242
5,5,9,53.21,0,0,0.952,0.736,6.02,0,1.9171
11,0,10,23.84,0,0,1.01,1.206,10.38,0,1.4497
9,1,1,36.28,0,1,0.808,0.781,4.63,0,2.0715
17,2,6,0.0,1,0,1.516,1.101,18.4,0,1.0085
17,1,8,0.0,0,0,1.212,0.981,7.56,1,1.2772
3,2,2,51.9,0,0,1.122,0.923,7.82,0,1.5347
8,6,10,64.65,0,0,1.193,1.169,1.27,0,1.9183
6,1,12,59.82,0,1,0.677,1.031,16.4,0,2.5513
17,4,7,0.0,0,0,0.749,0.961,8.15,0,1.2952
7,3,7,61.79,0,0,1.116,0.859,12.14,0,1.9619
10,1,3,24.54,0,0,1.067,1.156,18.15,0,1.4287
6,0,10,31.93,2,1,0.818,0.952,3.7,0,2.7302
8,6,4,57.91,0,0,1.253,0.959,18.88,0,1.6203
7,6,8,76.94,0,0,1.059,1.143,1.54,0,1.98
2,2,6,42.16,0,0,0.916,0.955,1.45,0,1.7056
16,2,11,0.0,0,0,0.836,0.652,7.89,0,1.1337
1,1,2,17.06,0,0,0.524,1.062,1.56,0,1.5883
14,2,6,0.0,0,0,0.77,1.04,0.78,0,1.0596
13,0,7,10.47,0,1,0.753,1.159,1.23,0,1.6785
17,4,8,0.0,0,0,1.186,0.885,21.49,0,1.0
15,3,8,2.96,1,0,1.041,0.807,10.63,0,1.2812
19,3,8,0.0,1,0,0.951,1.211,12.56,0,1.4949
21,2,8,0.0,0,0,0.628,1.183,7.37,0,1.2478
3,1,6,32.45,0,0,0.765,1.085,0.72,0,1.6405
19,2,1,0.0,0,0,1.118,0.981,4.1,0,1.0
5,6,4,74.04,0,0,0.463,0.921,0.97,0,2.2145
5,0,2,50.82,1,0,0.807,0.714,1.11,0,2.1924
10,5,10,49.44,1,0,1.055,0.944,1.35,0,1.886
16,1,7,0.0,1,1,0.593,0.798,18.98,0,1.9313
23,4,1,21.43,1,1,0.249,0.881,15.0,0,2.391
2,0,5,37.09,0,1,0.823,0.738,32.56,0,1.9457
12,4,10,18.31,0,0,0.91,1.07,6.16,0,1.2986
21,1,8,0.0,1,0,0.971,0.984,33.56,0,1.4367
2,4,4,35.74,0,0,0.994,0.724,0.5,0,1.3674
15,0,7,0.0,0,0,0.633,0.955,0.76,0,1.1562
14,0,5,0.0,1,0,0.672,0.919,8.98,0,1.4238
10,2,1,29.22,1,0,0.651,1.319,2.75,0,2.1205
17,5,11,12.1,1,0,1.348,0.682,4.71,0,1.18
14,1,11,0.0,2,0,0.768,1.003,0.5,0,1.699
4,3,2,45.33,2,0,0.976,1.018,3.65,0,2.2679
15,6,5,15.9,0,0,1.24,0.865,1.57,0,1.0775
15,5,7,11.08,2,0,1.261,1.228,7.87,0,1.7895
16,3,7,0.0,2,0,0.908,0.972,7.03,0,1.8015
8,4,9,49.91,0,0,1.246,1.053,0.5,0,1.7493
22,3,3,24.98,1,1,0.462,0.872,6.61,0,2.253
2,3,4,24.99,0,0,1.068,1.187,0.5,0,1.3071
19,6,3,13.71,1,1,0.863,1.085,13.46,0,2.1306
12,0,12,3.36,0,0,0.749,0.831,3.63,0,1.1828
21,0,8,7.57,0,0,0.779,0.666,16.33,0,1.0693
2,0,12,17.88,2,0,0.496,1.023,0.5,0,2.0753
6,3,9,51.08,0,1,0.643,1.036,5.58,0,2.3809
5,4,8,49.31,1,0,0.806,1.217,16.44,0,2.4011
8,1,2,53.29,0,1,0.845,0.914,17.61,0,2.1736
11,6,10,51.36,0,1,0.711,1.067,1.03,0,2.2317
14,2,1,2.7,0,0,1.408,0.936,3.86,0,1.0
20,4,5,0.0,1,1,0.574,0.961,12.78,0,2.0117
19,6,2,1.75,1,0,0.711,1.237,5.24,0,1.6755
2,6,3,47.65,0,1,0.817,1.167,10.6,0,2.2972
9,0,9,42.94,0,0,1.251,0.837,1.88,0,1.4873
0,4,3,22.05,0,0,0.72,1.101,4.81,0,1.6441
18,1,1,0.0,0,1,0.873,1.114,0.63,0,1.396
18,5,9,9.0,0,1,1.223,1.144,10.76,0,1.2836
22,0,2,10.32,1,0,0.532,1.096,9.58,0,1.7153
22,1,10,24.37,2,0,1.094,1.082,2.79,0,2.0675
12,5,6,45.35,0,0,1.02,1.325,22.35,0,1.6741
11,2,11,31.82,0,0,0.644,1.297,4.59,0,1.6556
0,4,12,18.07,0,0,0.985,1.002,15.28,0,1.2371
18,2,11,0.0,2,0,0.897,1.097,0.5,0,1.8699
23,6,7,13.7,1,0,1.33,1.099,5.83,0,1.5908
15,3,9,4.74,1,0,0.954,1.011,4.25,0,1.5013
22,4,12,5.15,0,0,0.915,1.221,14.28,0,1.3835
22,6,12,12.04,0,0,1.185,1.276,1.39,0,1.1938
14,5,8,18.65,0,0,0.984,1.043,6.7,0,1.3852
15,3,6,0.0,0,0,0.892,1.09,18.5,0,1.0807
10,1,4,33.93,0,1,1.026,0.995,3.98,0,1.8169
23,3,4,4.48,0,0,0.855,0.846,3.13,1,1.6723
5,5,4,69.0,0,0,1.169,1.077,3.36,0,1.9738
10,5,11,47.42,0,1,0.721,1.001,2.13,0,2.3067
2,1,10,42.51,2,0,0.494,1.201,0.5,0,2.7721
14,2,2,2.85,0,0,0.961,1.045,4.7,0,1.018
0,0,7,20.95,1,0,1.019,1.035,9.62,0,1.5422
6,2,1,48.89,0,0,0.899,0.909,5.17,0,1.8781
0,6,5,30.13,2,0,0.49,1.128,0.5,0,2.4685
16,3,11,0.0,0,0,0.828,0.981,10.5,1,1.4534
8,1,4,55.74,0,0,1.023,1.128,7.7,0,2.0131
22,3,2,10.89,2,0,1.107,0.909,12.78,0,1.7475
12,5,9,29.04,0,0,0.805,0.893,3.21,1,2.0841
10,6,12,56.19,0,0,0.889,1.057,12.33,0,1.9844
19,6,1,0.0,1,0,1.173,0.862,3.97,0,1.1858
5,0,4,49.92,1,0,0.922,0.951,10.16,0,2.0613
0,4,6,19.88,1,0,1.124,0.901,2.03,0,1.4579
6,4,4,58.97,0,0,0.826,1.02,0.5,0,2.0269
11,4,10,32.49,0,0,0.745,1.015,1.44,0,1.8086
21,3,10,0.0,0,0,1.187,1.306,15.3,0,1.0
19,4,4,0.0,1,0,0.932,1.094,9.46,1,1.8155
22,1,2,11.0,0,1,0.896,0.89,2.66,0,1.6139
18,0,11,0.0,1,0,0.991,1.027,0.5,1,1.8167
16,6,12,5.6,0,0,1.057,1.06,4.3,0,1.0
3,5,10,74.25,2,1,0.525,1.228,3.07,0,3.426
2,2,9,34.51,0,1,0.733,0.785,8.3,0,2.139
0,5,9,36.3,0,0,1.191,0.937,0.66,0,1.5265
17,1,1,0.0,0,0,1.338,0.866,5.9,0,1.0
20,0,1,11.66,0,0,1.652,1.038,1.8,0,1.0
14,2,8,0.0,0,0,0.935,0.987,0.5,0,1.0398
7,4,9,43.63,0,0,1.012,1.161,15.91,0,1.5688
0,2,11,32.16,0,0,0.881,0.61,5.15,0,1.6188
19,6,3,1.93,0,0,1.207,0.995,2.16,0,1.081
13,3,3,10.17,0,0,0.715,1.172,2.06,0,1.3271
3,3,2,38.35,0,0,1.224,0.977,0.71,0,1.4315
4,4,9,52.9,1,0,0.334,0.874,3.4,0,2.4053
22,4,2,9.08,0,0,1.225,1.01,1.32,0,1.0574
12,1,7,25.09,1,0,0.404,0.974,6.25,0,2.0522
23,1,2,25.88,0,0,0.79,1.01,10.79,0,1.5277
14,5,10,25.37,0,1,0.68,1.139,8.51,0,1.9054
5,6,10,67.59,0,0,0.831,0.904,1.01,0,2.0258
0,3,6,23.93,1,0,1.11,0.967,0.72,1,2.017
22,0,3,12.65,0,0,1.243,1.348,26.96,0,1.1933
18,1,1,0.0,0,1,0.966,0.796,4.4,0,1.3858
12,0,6,20.57,0,0,1.07,1.082,3.93,0,1.137
5,5,2,75.02,1,0,0.552,1.013,5.97,1,3.1141
14,3,7,0.0,0,1,1.014,0.906,6.51,0,1.3303
15,1,12,0.0,0,1,0.903,0.982,1.48,0,1.394
23,0,9,16.41,0,0,1.215,0.873,7.19,0,1.0565
22,5,1,16.34,1,0,0.92,0.794,15.33,0,1.6822
15,0,4,0.0,0,0,0.77,0.797,5.0,0,1.0
9,1,5,41.27,2,0,1.113,1.268,0.73,0,2.2961
21,4,9,10.1,1,0,0.739,0.794,3.26,0,1.53
8,5,3,57.88,0,0,1.088,1.168,24.38,0,1.9043
8,5,6,54.3,0,0,0.91,1.082,8.5,0,2.009
16,2,5,0.0,0,0,0.936,1.0,3.44,0,1.103
16,4,5,0.0,0,0,1.539,0.885,29.4,0,1.0
16,5,2,3.52,1,0,0.907,1.021,6.44,0,1.4942
23,2,10,5.35,1,0,0.707,1.057,12.29,0,1.5052
11,0,5,36.32,1,0,0.662,0.929,19.67,1,2.8207
12,1,3,23.5,0,0,1.291,1.185,0.83,0,1.2588
11,5,2,46.72,0,1,0.812,0.934,3.15,0,2.0161
13,3,11,8.47,1,0,0.873,0.963,2.74,0,1.4257
9,1,6,42.21,0,1,1.138,0.974,23.66,0,1.8776
22,4,1,12.55,1,0,0.473,1.002,17.52,0,1.8571
18,2,6,0.0,0,0,0.707,0.809,1.92,0,1.0683
1,1,8,20.32,0,1,0.826,1.206,20.4,0,1.8554
3,2,3,35.07,0,0,1.505,0.854,15.48,1,1.6142
18,4,10,0.0,0,0,1.025,1.011,6.87,0,1.0176
6,4,7,48.9,0,0,1.327,0.875,17.77,0,1.549
14,1,12,8.56,1,0,1.274,0.979,2.79,0,1.2181
14,5,3,21.94,0,0,0.779,0.928,1.14,0,1.3258
23,3,6,10.87,0,1,0.742,0.968,5.77,1,2.4261
5,5,7,70.18,0,0,1.083,1.125,4.43,0,2.0185
2,6,11,39.05,0,0,1.021,0.883,22.7,0,1.5543
5,3,3,47.77,1,0,0.701,0.721,0.62,0,1.9737
15,2,11,0.0,0,0,1.338,1.123,8.6,0,1.0
1,1,5,26.14,0,0,0.782,1.102,1.38,0,1.7873
6,0,3,48.99,1,0,0.773,1.06,6.37,0,2.3467
10,4,4,35.25,0,0,0.805,0.884,10.47,0,1.6444
6,5,5,67.25,1,0,0.874,0.82,3.15,0,2.3593
3,2,12,40.88,0,0,1.289,0.866,0.59,0,1.1746
23,4,7,4.68,0,1,0.763,1.09,7.51,0,1.7692
19,2,4,0.0,0,0,0.817,0.77,8.05,0,1.102
6,1,4,49.32,0,0,0.931,0.69,0.5,0,1.6802
3,2,2,37.35,0,0,1.13,1.031,1.23,0,1.4788
11,2,5,21.18,0,0,1.323,0.94,2.97,0,1.0661
4,6,3,60.36,0,0,1.107,0.883,2.56,0,1.7241
22,0,4,7.9,1,0,0.33,1.226,10.72,0,1.934
18,2,11,0.0,1,1,0.676,0.897,3.69,0,2.0193
4,3,12,54.12,0,0,1.396,1.325,0.5,0,1.6112
18,2,8,0.0,0,1,0.673,0.726,23.38,0,1.4345
20,2,4,2.95,0,0,0.884,1.062,2.28,0,1.0406
2,1,6,32.74,0,0,0.842,0.925,10.22,0,1.7076
10,2,3,53.28,0,0,1.133,0.869,0.5,0,1.5421
6,6,1,64.41,0,0,0.709,0.92,12.0,0,2.0549
16,0,4,0.0,0,0,1.27,0.785,6.72,0,1.0
8,1,6,42.04,0,0,0.973,0.958,2.52,0,1.5366
20,6,9,0.75,0,0,1.247,0.91,11.24,0,1.0
8,4,5,60.06,0,0,1.025,0.977,3.57,0,1.6755
9,3,12,49.35,1,0,0.901,1.105,6.74,0,2.1068
12,3,7,29.16,0,0,1.083,1.075,16.96,0,1.4606
14,4,12,12.76,1,0,0.746,1.251,2.51,0,1.7823
21,2,11,6.52,0,0,1.349,0.925,12.13,0,1.0
4,0,11,57.65,0,0,0.614,1.09,2.6,0,2.1743
2,0,1,32.22,1,0,0.68,0.845,1.67,0,1.7875
7,0,8,43.0,2,0,0.943,1.317,3.59,0,2.4611
19,0,4,0.0,0,0,1.045,0.925,0.5,0,1.0
9,6,8,60.47,2,0,0.788,0.753,8.3,0,2.7247
12,2,9,23.49,0,0,0.779,0.923,0.5,0,1.5131
2,4,3,35.23,0,1,0.576,0.822,22.31,1,2.5786
21,6,4,9.35,0,0,0.658,1.2,10.11,0,1.2779
7,6,6,65.92,1,0,1.569,1.051,12.72,0,1.8504
8,4,3,40.88,0,0,1.343,0.957,2.77,0,1.4038
21,3,9,0.0,0,1,0.607,0.9,2.41,0,1.7632
20,4,3,0.0,0,0,1.121,0.812,1.31,0,1.0
11,0,7,21.53,1,0,1.237,1.018,0.5,1,1.9633
10,2,7,42.22,0,1,0.535,0.762,13.59,0,2.2528
1,6,11,34.16,0,0,0.754,0.923,5.42,0,1.6504
17,1,5,0.0,0,0,0.493,1.083,13.87,0,1.2051
8,1,6,33.09,0,0,1.679,1.124,2.19,0,1.1289
1,0,1,19.61,0,0,1.134,0.84,15.01,0,1.2059
1,5,12,55.76,0,0,1.352,1.083,10.69,0,1.5895
2,3,3,46.06,0,1,0.832,0.877,2.48,0,2.2874
15,6,3,4.31,0,0,1.094,0.777,5.53,0,1.0
18,1,2,0.0,2,0,0.736,0.904,7.32,0,1.8695
3,5,1,46.18,1,0,0.819,1.131,6.06,0,2.1846
22,0,9,10.59,0,0,0.692,1.066,3.79,1,2.1196
17,6,4,8.24,1,1,0.527,0.979,14.34,0,2.2604
19,6,8,5.69,1,0,0.514,1.085,3.02,0,1.7305
17,6,7,2.19,0,0,0.427,0.802,14.16,0,1.2883
9,2,12,47.11,0,0,0.95,1.246,36.41,0,1.7532
10,1,6,37.77,0,0,0.884,0.78,1.26,0,1.6291
16,0,1,0.0,0,0,1.122,1.196,6.59,0,1.0
23,1,3,11.9,1,0,1.032,1.168,1.37,0,1.5812
22,2,5,0.0,0,0,1.077,1.097,22.68,0,1.0
23,4,1,13.64,0,0,0.986,0.822,11.08,0,1.1149
19,4,1,0.0,0,0,0.627,1.234,6.21,0,1.4113
15,2,12,0.3,0,0,0.916,0.888,4.08,0,1.0691
19,2,10,0.0,0,0,0.951,0.904,3.83,0,1.1361
12,4,9,10.83,0,1,1.47,1.084,19.9,0,1.4816
1,2,1,28.8,0,1,0.727,1.264,5.16,0,1.9172
23,6,4,36.23,2,1,0.636,0.934,8.33,0,2.84
1,2,8,34.5,0,0,0.964,1.121,1.03,0,1.6937
13,2,9,8.09,0,0,0.765,1.122,1.24,0,1.1117
3,4,6,43.09,0,1,0.525,0.938,1.31,0,2.4505
16,4,12,0.0,0,0,1.053,0.88,6.7,0,1.0
12,5,8,40.65,0,0,0.91,0.825,1.14,0,1.7986
3,1,6,35.86,1,0,0.984,0.963,4.55,0,1.8228
2,4,8,23.27,1,0,0.493,1.067,5.45,0,1.9838
11,1,7,33.91,2,1,0.784,0.718,10.91,0,2.5588
21,6,9,29.0,1,0,0.721,1.028,1.32,0,1.8741
22,6,11,27.98,0,0,1.465,0.897,44.54,0,1.0
7,4,9,59.24,0,1,0.56,1.217,1.79,0,2.6722
1,3,2,19.26,1,0,0.477,0.869,13.63,0,1.8685
5,1,5,57.43,1,0,1.151,1.056,5.12,0,2.1165
21,2,12,6.92,0,0,1.084,1.042,4.93,0,1.0
9,3,2,46.29,0,1,0.903,0.982,0.94,0,2.2866
11,5,6,31.83,0,0,1.359,1.03,13.01,0,1.2422
20,4,4,2.74,1,1,0.543,1.02,24.3,0,1.8905
9,4,8,47.95,0,0,0.791,1.183,4.05,0,1.8649
9,5,10,55.86,0,1,0.51,0.991,6.08,0,2.4504
22,3,4,2.0,0,0,1.073,0.884,11.57,0,1.0
2,0,6,42.9,1,0,0.805,1.188,4.76,0,2.2334
19,6,12,0.0,0,0,0.954,1.219,16.17,0,1.0432
9,2,1,37.12,1,1,0.312,0.99,7.42,0,2.7868
8,1,4,60.68,0,0,0.782,0.903,4.52,0,1.9738
19,3,4,0.0,0,0,1.114,1.077,1.55,0,1.0
18,1,6,3.79,0,0,1.112,0.857,4.63,0,1.0339
13,4,8,9.28,0,0,1.016,0.928,6.7,1,1.4915
1,0,4,23.05,0,0,0.942,0.899,8.38,0,1.4249
4,5,4,69.03,2,0,0.781,1.058,52.6,0,2.9557
19,0,3,0.0,0,0,0.438,1.116,3.54,0,1.2702
7,1,11,65.25,0,0,0.864,1.043,8.73,0,2.0411
6,5,11,62.55,0,0,1.263,0.828,7.44,0,1.7344
5,6,8,59.35,1,1,0.914,0.951,8.75,0,2.6107
10,4,6,36.78,0,0,1.171,0.927,7.73,0,1.3942
11,5,4,40.55,1,0,1.103,0.95,15.61,0,1.8794
17,6,5,13.58,0,0,1.059,0.905,0.85,0,1.0809
18,5,2,9.98,1,0,0.481,1.022,6.86,1,2.122
